"year","unitid","inst_name","state_name","number_applied","number_admitted","number_enrolled_total","reqt_hs_rank","reqt_test_scores","reqt_hs_gpa","reqt_college_prep","reqt_recommendations","sat_crit_read_25_pctl","sat_crit_read_75_pctl","sat_math_25_pctl","sat_math_75_pctl","act_composite_25_pctl","act_composite_75_pctl","act_english_25_pctl","act_english_75_pctl","act_math_25_pctl","act_math_75_pctl","institution_level","completion_rate_150pct"
"2004","149763","WEST SUBURBAN COLLEGE OF NURSING","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","149772","WESTERN ILLINOIS UNIVERSITY","Illinois","7833","5490","2085","Required","Required","Required","Recommended","Neither required nor recommended","","","","","19","24","18","23","18","24","Four or more years","0.554"
"2004","149781","WHEATON COLLEGE","Illinois","2133","1070","596","Recommended","Required","Required","Required","Required","620","720","610","700","26","31","","","","","Four or more years","0.859"
"2004","178226","WESTWOOD COLLEGE-O'HARE AIRPORT","Illinois","335","145","144","Neither required nor recommended","Missing/not reported","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years",""
"2004","247056","CENTER FOR PSYCHOANALYTIC STUDY","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2004","247922","INGALLS MEMORIAL HOSPITAL DIETETIC INTERNSHIP","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","260947","CHRISTIAN LIFE COLLEGE","Illinois","26","20","17","Recommended","Recommended","Recommended","Neither required nor recommended","Required","","","","","","","","","","","Four or more years","0.429"
"2004","260956","KNOWLEDGE SYSTEMS INSTITUTE","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","260974","ITT TECHNICAL INSTITUTE","Illinois","322","137","137","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.479"
"2004","364131","ST JOHNS HOSPITAL SCHOOL OF DIETETICS","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","406194","WESTWOOD COLLEGE-DUPAGE","Illinois","1340","552","552","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years",""
"2004","409254","ERIKSON INSTITUTE","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","414586","ITT TECHNICAL INSTITUTE","Illinois","211","117","117","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.386"
"2004","420866","ARGOSY UNIVERSITY-SCHAUMBURG","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","428286","ILLINOIS INSTITUTE OF ART AT SCHAUMBURG","Illinois","631","264","264","Recommended","Recommended","Required","Neither required nor recommended","Recommended","","","","","","","","","","","Four or more years","0.594"
"2004","434557","ITT TECHNICAL INSTITUTE","Illinois","221","99","98","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.216"
"2004","438911","CARDEAN UNIVERSITY","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","439020","MIDWEST COLLEGE OF ORIENTAL MEDICINE","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","440147","WESTWOOD COLLEGE-RIVER OAKS","Illinois","525","393","197","Neither required nor recommended","Required","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years",""
"2004","442161","UNIVERSITY OF PHOENIX-CHICAGO CAMPUS","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","442842","PACIFIC COLLEGE OF ORIENTAL MEDICINE","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","443030","EVANSTON NORTHWESTERN HEALTHCARE SCHOOL OF ANESTHESIA","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2004","443687","WESTWOOD COLLEGE-CHICAGO LOOP","Illinois","303","185","153","Neither required nor recommended","Required","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years",""
"2004","445054","TOYOTA TECHNOLOGICAL INSTITUTE AT CHICAGO","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2003","142832","ADLER SCHOOL OF PROFESSIONAL PSYCHOLOGY","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2003","142887","AMERICAN ACADEMY OF ART","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.62"
"2003","142957","AMERICAN ISLAMIC COLLEGE","Illinois","1","1","1","Neither required nor recommended","Recommended","Required","Neither required nor recommended","Required","","","","","","","","","","","Four or more years",""
"2003","143048","SCHOOL OF ART INSTITUTE OF CHICAGO","Illinois","1206","1002","345","Neither required nor recommended","Required","Neither required nor recommended","Neither required nor recommended","Required","","","","","","","","","","","Four or more years","0.555"
"2003","143084","AUGUSTANA COLLEGE","Illinois","3021","2060","614","Required","Required","Required","Recommended","Recommended","","","","","24","29","22","29","23","28","Four or more years","0.755"
"2003","143118","AURORA UNIVERSITY","Illinois","1472","837","333","Required","Required","Required","Required","Recommended","","","","","20","24","18","23","17","24","Four or more years","0.517"
"2003","143163","BARAT COLLEGE","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years","0.344"
"2003","143288","BLACKBURN COLLEGE","Illinois","792","442","176","Required","Required","Required","Recommended","Recommended","480","540","480","540","18","24","19","25","17","23","Four or more years","0.396"
"2003","143297","BLESSING RIEMAN COLLEGE OF NURSING","Illinois","148","103","24","Required","Required","Required","Recommended","Neither required nor recommended","","","","","21","25","20","24","20","24","Four or more years","0.458"
"2003","143358","BRADLEY UNIVERSITY","Illinois","5209","3571","1105","Required","Required","Required","Required","Recommended","520","620","520","650","23","28","22","28","23","28","Four or more years","0.721"
"2003","143659","CATHOLIC THEOLOGICAL UNION AT CHICAGO","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2003","143853","MIDWESTERN UNIVERSITY","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2003","143941","CHICAGO NATIONAL COLLEGE OF NAPRAPATHY","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2003","143978","CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2003","144005","CHICAGO STATE UNIVERSITY","Illinois","3949","2195","542","Neither required nor recommended","Required","Required","Recommended","Neither required nor recommended","","","","","16","19","15","20","15","18","Four or more years","0.136"
"2003","144014","CHICAGO THEOLOGICAL SEMINARY","Illinois","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","","","","Four or more years",""
"2003","144050","UNIVERSITY OF CHICAGO","Illinois","9100","3605","1150","Recommended","Required","Recommended","Neither required nor recommended","Required","650","760","650","750","27","32","28","33","27","33","Four or more years","0.868"
